Facility Name,Facility Name_Bn,District Name,Division Name,District Id,Division Id,Facility Code,Facility Id,Facilitytype Id,Upazila Id
Kartickpur Union Sub Center,কার্তিকপুর ইউনিয়ন উপকেন্দ্র,Shariatpur,Dhaka,15,1,10000538,533,38,299
Lakarta(chhaygaon) Union Sub Center,লাকার্তা (ছায়গাঁও) ইউনিয়ন উপকেন্দ্র,Shariatpur,Dhaka,15,1,10000539,534,38,299
Sakhipur Union Sub Center,সখীপুর ইউনিয়ন উপকেন্দ্র,Shariatpur,Dhaka,15,1,10000542,537,38,299
Bhogeswar Union Sub Center,ভোগেশ্বর ইউনিয়ন উপকেন্দ্র,Shariatpur,Dhaka,15,1,10000548,543,38,302
Naria Union Sub Center,নড়িয়া ইউনিয়ন উপকেন্দ্র,Shariatpur,Dhaka,15,1,10000549,544,38,302
Nasason Union Sub Center,ন্যাসাসন ইউনিয়ন সাব সেন্টার,Shariatpur,Dhaka,15,1,10000550,545,38,302
Chikonda Union Sub Center,চিকোন্ডা ইউনিয়ন সাব সেন্টার,Shariatpur,Dhaka,15,1,10000554,549,38,303
Domshar Union Sub Center,ডোমশার ইউনিয়ন সাব সেন্টার,Shariatpur,Dhaka,15,1,10000555,550,38,303
Bara Krishnagar Union Sub Center,বড় কৃষ্ণনগর ইউনিয়ন উপকেন্দ্র,Shariatpur,Dhaka,15,1,10000560,555,38,304
Bilaspur Union Sub Center,বিলাসপুর ইউনিয়ন উপকেন্দ্র,Shariatpur,Dhaka,15,1,10000561,556,38,304
Kaneswar Union Sub Center,কানেশ্বর ইউনিয়ন উপকেন্দ্র,Shariatpur,Dhaka,15,1,10000543,538,38,300
Angaria Union Sub Center,অ্যাঙ্গারিয়া ইউনিয়ন সাব সেন্টার,Shariatpur,Dhaka,15,1,10000553,548,38,303
Basail Union Sub Center,বাসাইল ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10013118,13018,38,310
Moytha(fulki) Union Sub Center,ময়থা (ফুল্কি) ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000580,575,38,310
Arjuna Union Sub Center,অর্জুন ইউনিয়ন সাব সেন্টার,Tangail,Dhaka,17,1,10000582,577,38,311
Gobindashi Union Sub Center,গোবিন্দাশী ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000584,579,38,311
Nikrail Union Sub Center,নিকরাইল ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000585,580,38,311
Lawhati Union Sub Center,লাওহাতি ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000590,585,38,312
Dhalapara Union Sub Center,ঢালাপাড়া ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000600,595,38,314
Jhawail Union Sub Center,ঝাওয়াইল ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000605,600,38,315
Nagdashimla Union Sub Center,নাগদাসিমলা ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000606,601,38,315
Salla Union Sub Center,সাল্লা ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000614,609,38,316
Alokdia Union Sub Center,আলোকদিয়া ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000622,617,38,317
Anaitara Union Sub Center,অনাইতারা ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000616,611,38,318
Fatepur Union Sub Center,ফতেপুর ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000617,612,38,318
Sawalibazar Union Sub Center,সাওয়ালীবাজার ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000620,615,38,318
Bhadra Union Sub Center,ভদ্র ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000630,625,38,319
Barachawna Union Sub Center,বারাচাওনা ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000639,634,38,320
Anehola(hugra) Union Sub Center,আনেহোলা (হুগরা) ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000641,636,38,321
Barabashalia(mogra) Union Sub Center,বড়বাশালিয়া (মোগড়া) ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000642,637,38,321
Dharerbari(baghil) Union Sub Center,ধরেরবাড়ী (বাগিল) ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000643,638,38,321
Sontosh Union Sub Center,সন্তোষ ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000646,641,38,321
Bhuapur(bamanhata) Union Sub Center,ভূঞাপুর (বামনহাটা) ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000583,578,38,311
Shialkol(alowa) Union Sub Center,শিয়ালকোল (আলোয়া) ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000587,582,38,311
Kenduabazar Union Sub Center,কেন্ডুয়াবাজার ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000594,589,38,313
Anehola Union Sub Center,আনিহোলা ইউনিয়ন সাব সেন্টার,Tangail,Dhaka,17,1,10000597,592,38,314
Brammonshashan Union Sub Center,ব্রাহ্মণশাসন ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000598,593,38,314
Deopara Union Sub Center,দেওপাড়া ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000599,594,38,314
Pakutia(deolabari) Union Sub Center,পাকুটিয়া (দেওলাবাড়ী) ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000602,597,38,314
Raghunathpur(rasulpur) Union Sub Center,রঘুনাথপুর (রসুলপুর) ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000603,598,38,314
Gopalpur Union Sub Center,গোপালপুর ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10013152,13052,38,315
Bangra Union Sub Center,বাংড়া ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000608,603,38,316
Ellenga Union Sub Center,এলেঙ্গা ইউনিয়ন সাব সেন্টার,Tangail,Dhaka,17,1,10000609,604,38,316
Kalihati Union Sub Center,কালিহাতী ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000610,605,38,316
Kokdohora Union Sub Center,ককডোহোড়া ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000611,606,38,316
Nagbari Union Sub Center,নাগবাড়ী ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000612,607,38,316
Shahadebpur Union Sub Center,শাহাদেবপুর ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000615,610,38,316
Kuralia Union Sub Center,কুরালিয়া ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000626,621,38,317
Modhupur Union Sub Center,মধুপুর ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000628,623,38,317
Gayhata Union Sub Center,গায়হাতা ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000631,626,38,319
Kedarpur Union Sub Center,কেদারপুর ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000633,628,38,319
Pakutia Union Sub Center,পাকুটিয়া ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000635,630,38,319
Shahajani Union Sub Center,শাহজনী ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000636,631,38,319
Baheratail Union Sub Center,বাহেরাতাইল ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000638,633,38,320
Sakhipur Union Sub Center,সখীপুর ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10013142,13042,38,320
Daulatpur Union Sub Center,দৌলতপুর ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10002245,2221,38,316
Delduar Union Sub Center,ডেলদুয়ার ইউনিয়ন সাব সেন্টার,Tangail,Dhaka,17,1,10000588,583,38,312
Dewjan(pathrail) Union Sub Center,দেউজান (পথরেল) ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000589,584,38,312
Dhanbari Union Sub Center,ধানবাড়ী ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000592,587,38,313
Hemnagar Union Sub Center,হেমনগর ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000604,599,38,315
Ambaria Union Sub Center,আম্বারিয়া ইউনিয়ন সাব সেন্টার,Tangail,Dhaka,17,1,10000623,618,38,317
Golchara(bahuria) Union Sub Center,গোলছড়া (বাহুরিয়া) ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000618,613,38,318
Zamurki Union Sub Center,জামুরকি ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000621,616,38,318
Katchpai Union Sub Center,কাচপাই ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000632,627,38,319
Bagherbari(kakrajan) Union Sub Center,বাগেরবাড়ী (কাকরাজান) ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000637,632,38,320
Karatia Union Sub Center,করটিয়া ইউনিয়ন উপকেন্দ্র,Tangail,Dhaka,17,1,10000644,639,38,321
A. G. B. Urban Dispensary,এ. জি. বি. আরবান ডিসপেনসারি,Dhaka,Dhaka,1,1,10000015,15,40,181
Motijheel Urban Dispensary,মতিঝিল আরবান ডিসপেনসারি,Dhaka,Dhaka,1,1,10000046,42,40,181
Jhigatala Urban Dispensary,ঝিগাতলা আরবান ডিসপেনসারি,Dhaka,Dhaka,1,1,10000041,37,40,0
Mohammadpur (rayar Bazar) Urban Dispensary,মোহাম্মদপুর (রায়ার বাজার) আরবান ডিসপেনসারি,Dhaka,Dhaka,1,1,10000047,43,40,0
Johnson Road Urban Dispensary,জনসন রোড আরবান ডিসপেনসারি,Dhaka,Dhaka,1,1,10000040,36,40,156
Khilgoan Urban Dispensary,খিলগাঁও আরবান ডিসপেনসারি,Dhaka,Dhaka,1,1,10000042,38,40,175
Hajari Bag Urban Dispensary,হাজারি ব্যাগ শহুরে ডিসপেনসারি,Dhaka,Dhaka,1,1,10000039,35,40,179
Mirpur Section -1 Urban Dispensary,মিরপুর সেকশন -1 আরবান ডিসপেনসারি,Dhaka,Dhaka,1,1,10000045,41,40,180
Green Road Urban Dispensary,গ্রিন রোড আরবান ডিসপেনসারি,Dhaka,Dhaka,1,1,10000038,34,40,184
Mirpur Section -10 Urban Dispensary,মিরপুর সেকশন -10 আরবান ডিসপেনসারি,Dhaka,Dhaka,1,1,10000044,40,40,185
Mirpur Old Colony Urban Dispensary,মিরপুর ওল্ড কলোনি আরবান ডিসপেনসারি,Dhaka,Dhaka,1,1,10000043,39,40,192
Nayatola Urban Dispensary,নয়াটোলা আরবান ডিসপেনসারি,Dhaka,Dhaka,1,1,10000048,44,40,175
Banga Bhaban Urban Dispensary,বঙ্গ ভবন আরবান ডিসপেনসারি,Dhaka,Dhaka,1,1,10000019,19,40,181
Gandaria Urban Dispensary,গান্ডারিয়া আরবান ডিসপেনসারি,Dhaka,Dhaka,1,1,10000037,33,40,168
Palashi Barac Urban Dispensary,পলাশী বারাক আরবান ডিসপেনসারি,Dhaka,Dhaka,1,1,10000049,45,40,184
B.g. Press Urban Dispensary,বি.জি. প্রেস আরবান ডিসপেনসারি,Dhaka,Dhaka,1,1,10000018,18,40,198
Sher-e-bangla Nagor Urban Dispensary,শেরেবাংলা নাগর আরবান ডিসপেনসারি,Dhaka,Dhaka,1,1,10000053,49,40,195
Chittagong Divisional Health Office,চট্টগ্রাম বিভাগীয় স্বাস্থ্য অফিস,Chattogram,Chittagong,21,2,10000751,746,49,79
Chittagong Medical College,চট্টগ্রাম মেডিকেল কলেজ,Chattogram,Chittagong,21,2,10000755,750,4,84
Comilla Medical College,কুমিল্লা মেডিকেল কলেজ,Cumilla,Chittagong,22,2,10000866,861,4,101
Cox's Bazar Medical College,কক্সবাজার মেডিকেল কলেজ,Cox's Bazar,Chittagong,23,2,,2242,4,109
Abdul Malek Ukil Medical College,আব্দুল মালেক উকিল মেডিকেল কলেজ,Noakhali,Chittagong,27,2,10002294,2239,4,135
Chittagong Medical College Hospital,চট্টগ্রাম মেডিকেল কলেজ হাসপাতাল,Chattogram,Chittagong,21,2,10000756,751,5,84
Comilla Medical College Hospital,কুমিল্লা মেডিকেল কলেজ হাসপাতাল,Cumilla,Chittagong,22,2,10000867,862,5,101
Bangladesh Institute of Tropical and Infectious Disease (Fouzderhat),বাংলাদেশ ইনস্টিটিউট অব ট্রপিক্যাল অ্যান্ড ইনফেকশাস ডিজিজ (ফৌজদারহাট),Chattogram,Chittagong,21,2,10002301,2245,2,91
Brahmanbaria 250 Bed District Sadar Hospital,ব্রাহ্মণবাড়িয়া 250 শয্যা জেলা সদর হাসপাতাল,Brahmanbaria,Chittagong,19,2,10000672,667,23,53
Chandpur 250 Bed General Hospital,চাঁদপুর 250 শয্যা জেনারেল হাসপাতাল,Chandpur,Chittagong,20,2,10000700,695,23,59
Chittagong 250 Bed General Hospital,চট্টগ্রাম 250 শয্যা জেনারেল হাসপাতাল,Chattogram,Chittagong,21,2,10000753,748,23,79
Noakhali 250 Bed General Hospital,নোয়াখালী 250 শয্যা জেনারেল হাসপাতাল,Noakhali,Chittagong,27,2,10001049,1043,23,143
Comilla Medical Assistants' Training School (MATS),কুমিল্লা মেডিকেল অ্যাসিস্ট্যান্টস ট্রেনিং স্কুল (ম্যাটস),Cumilla,Chittagong,22,2,10000865,860,16,101
Noakhali Medical Assistants' Training School (MATS),নোয়াখালী মেডিকেল অ্যাসিস্ট্যান্টস ট্রেনিং স্কুল (ম্যাটস),Noakhali,Chittagong,27,2,10001051,1045,16,143
Cox's Bazar 250 Bed District Sadar Hospital,কক্সবাজার 250 শয্যা জেলা সদর হাসপাতাল,Cox's Bazar,Chittagong,23,2,10000922,916,23,109
Feni 250 Bed District Sadar Hospital,ফেনী 250 শয্যা জেলা সদর হাসপাতাল,Feni,Chittagong,24,2,10000954,948,23,118
Faujderhat Chest Disease Hospital,ফৌজদারহাট বক্ষব্যাধি হাসপাতাল,Chattogram,Chittagong,21,2,10000762,757,34,91
Bandarban District Hospital,বান্দরবান জেলা হাসপাতাল,Bandarban,Chittagong,18,2,10000655,650,28,44
Khagrachari District Hospital,খাগড়াছড়ি জেলা হাসপাতাল,Khagrachhari,Chittagong,25,2,10000976,970,28,123
Lakshmipur District Hospital,লক্ষ্মীপুর জেলা হাসপাতাল,Lakshmipur,Chittagong,26,2,10001001,995,28,131
