Id,Name,Name (Bangla),Code,Email,Agency,Type,Division,,District,,City Corporation,,Upazila,,Paurasava,Union,Private
247,Pakundia Upazila Health Complex,পাকুন্দিয়া উপজেলা স্বাস্থ্য কমপ্লেক্স,10000252,pakundia@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Kishoreganj,,Kishoreganj N/A,,Pakundia,,Pakundia Paurashava,Urban Ward No-01,No
246,Kalichapr(patuabanga) Union Health Sub Center,কালিয়াচাপড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000251,kalichapr_patuabanga@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Kishoreganj,,Kishoreganj N/A,,Pakundia,,Unions Of Pakundia Upazila,Chandi Pasha,No
13035,Mathkhala Union Health Sub Center,মথখলা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10013135,Mathkhala@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Kishoreganj,,Kishoreganj N/A,,Pakundia,,Unions Of Pakundia Upazila,Egarasindur,No
248,Tarail Upazila Health Complex,তাড়াইল উপজেলা স্বাস্থ্য কমপ্লেক্স,10000253,tarail@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Kishoreganj,,Kishoreganj N/A,,Tarail,,Unions Of Tarail Upazila,Tarail Sachail,No
249,Taljanga Union Health Sub Center,তালজাঙ্গা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000254,taljanga@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Kishoreganj,,Kishoreganj N/A,,Tarail,,Unions Of Tarail Upazila,Talganga,No
24575,Shahid Syed Nazrul Islam Medical College Hospital,শহীদ সৈয়দ নজরুল ইসলাম মেডিকেল কলেজ হাসপাতাল,10024987,nazrulislammch@hospi.dghs.gov.bd,DGHS,Medical College Hospital,Dhaka,,Kishoreganj,,,,,,,,No
37732,"Dasar Upazila Health Complex, Madaripur","ডাসার উপজেলা স্বাস্থ্য কমপ্লেক্স, মাদারীপুর।",10038144,,DGHS,Upazila Health Complex,Dhaka,,Madaripur,,Madaripur N/A,,Dasar,,,,No
253,Kalkini Upazila Health Complex,কালকিনি উপজেলা স্বাস্থ্য কমপ্লেক্স,10000258,kalkini@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Madaripur,,Madaripur N/A,,Kalkini,,Kalkini Paurashava,Urban Ward No-07,No
250,Dasher Union Health Sub Center,দাসের ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000255,dasher@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Madaripur,,Madaripur N/A,,Kalkini,,Unions Of Kalkini Upazila,Shikar Mangal,No
252,Khaserhat(bansgari) Union Health Sub Center,কাশেরহাট (বাশগারী) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000257,khaserhat_bansgari@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Madaripur,,Madaripur N/A,,Kalkini,,Unions Of Kalkini Upazila,Banshgari,No
254,Shahebrampur Union Health Sub Center,শাহেবরামপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000259,shahebrampur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Madaripur,,Madaripur N/A,,Kalkini,,Unions Of Kalkini Upazila,Sahebrampur,No
23002,Gopalpur Union Health Sub Center - Kalkini,"গোপালপুর  ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র, কালকিনি",10023414,gopalpur_kalkini@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Madaripur,,Madaripur N/A,,Kalkini,,Unions Of Kalkini Upazila,Gopalpur,No
33738,Madaripur Institute of Health Technology,মাদারীপুর  ইনস্টিটিউট অফ হেলথ টেকনোলজি,10034150,,DGHS,Institute of Health Technology,Dhaka,,Madaripur,,Madaripur N/A,,Madaripur Sadar,,,,No
258,Madaripur District Hospital,250 শয্যা জেলা হাসপাতাল মাদারীপুর,10000263,madaripur@hospi.dghs.gov.bd,DGHS,District/General Hospital,Dhaka,,Madaripur,,Madaripur N/A,,Madaripur Sadar,,Madaripur Paurashava,Urban Ward No-04,No
255,Chargobindapur Union Health Sub Center,চরগোবিন্দপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000260,chargobindapur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Madaripur,,Madaripur N/A,,Madaripur Sadar,,Unions Of Madaripur Sadar Upazila,Kendua,No
259,Madaripur Chest Disease Clinic,মাদারীপুর বক্ষব্যাধি ক্লিনিক,10000264,madaripurcdc@tc.dghs.gov.bd,DGHS,Chest Disease Clinic,Dhaka,,Madaripur,,Madaripur N/A,,Madaripur Sadar,,Madaripur Paurashava,Urban Ward No-05,No
24138,Kabirajpur 20 bed Hospital,"কবিরাজপুর 20 বেড হাসপাতাল, রাজৈর, মাদারীপুর।",10024550,kabirajpur20bed@hospi.dghs.gov.bd,DGHS,20-bed Hospital,Dhaka,,Madaripur,,Madaripur N/A,,Rajoir,,,,No
265,Rajoir Upazila Health Complex,রাজৈর উপেজলা স্বাস্থ্য কমপ্লেক্স,10000270,rajoir@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Madaripur,,Madaripur N/A,,Rajoir,,Unions Of Rajoir Upazila,Kadambari,No
260,Amgram Union Health Sub Center,আমগ্রাম ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000265,amgram@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Madaripur,,Madaripur N/A,,Rajoir,,Unions Of Rajoir Upazila,Amgram,No
261,Bajitpur Union Health Sub Center,বাজিতপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000266,bajitpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Madaripur,,Madaripur N/A,,Rajoir,,Unions Of Rajoir Upazila,Bajitpur,No
262,Ishibpur Union Health Sub Center,ইশিবপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000267,ishibpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Madaripur,,Madaripur N/A,,Rajoir,,Unions Of Rajoir Upazila,Isibpur,No
263,Kabirajpur Union Health Sub Center,কবিরাজপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000268,kabirajpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Madaripur,,Madaripur N/A,,Rajoir,,Unions Of Rajoir Upazila,Kabirajpur,No
264,Khalia Union Health Sub Center,খালিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000269,khalia@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Madaripur,,Madaripur N/A,,Rajoir,,Unions Of Rajoir Upazila,Khalia,No
269,Shibchar Upazila Health Complex,শিবচর উপজেলা স্বাস্থ্য কমপ্লেক্স,10000274,shibchar@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Shibchar Paurashava,Urban Ward No-02,No
23294,"Union Health & Family Wellfare Centure (UH&FWC), Shibchar,Shibchar Madaripur.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, শিবচর, শিবচর মাদারীপুর",10023706,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Shibchar Paurashava,Urban Ward No-07,No
23297,"Union Health & Family WellFare Centure (UH&FWC),Shibchar, Shibchar Madaripur.","ইউনিয়ন স্বাস্থ্য ও পরিবারকল্যাণ কেন্দ্র, শিবচর, শিবচর মাদারীপুর।",10023709,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Shibchar Paurashava,Urban Ward No-06,No
23301,"Union Health & Family Well Fare Centure (UH&FWC) ,Shiruail, Shibchar, Madaripur.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, শিরুয়াইল, শিবচর,মাদারীপুর।",10023713,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Shibchar Paurashava,Urban Ward No-05,No
23304,"Union Health & Family Well Fare Centure (UH & FWC), Syannasirchar, Shibchar, Madaripur.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণকেন্দ্র, সন্ন্যাসীরচর, শিবচর, মাদারীপুর।",10023716,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Shibchar Paurashava,Urban Ward No-01,No
23307,"Union Health & Family Well Fare centure (UH & FWC), Char Janajat, Shibchar, Madaripur.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, চর জানাজাত, শিবপুর, মাদারীপুর।",10023719,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Shibchar Paurashava,Urban Ward No-03,No
23313,"Union Heath & Family Well Fare Centure (UH & FWC), Matbarer Char, Shibchar, Madaripur.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,মাদবরেরচর, শিবচর, মাদারীপুর।",10023725,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Unions Of Shibchar Upazila,Matbarer Char,No
23316,"Union Health & Family Well Fare Centure (UH & FWC), Panchar, Shibchar, Madaripur.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , পাঁচ্চর, শিবচর, মাদারীপুর।",10023728,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Unions Of Shibchar Upazila,Panch Char,No
23318,"Union Health & family Well Fare Centure, Ditiakhanda, Shibchar, Madaripur.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, দ্বিতীয়খন্ড, শিবচর, মাদারীপুর।",10023730,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Unions Of Shibchar Upazila,Ditiyakhanda,No
23320,"Union Health & Family Well Fare Centure, Kadirpur, Shibchar, Madaripur.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, কাদিরচর, শিবচর, মাদারীপুর।",10023732,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Unions Of Shibchar Upazila,Kadirpur,No
23323,"Union Health & Family Well Fare Centure, Kutudpur,Shibchar, Madaripur.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, কুতুবপুর, শিবচর, মাদারীপুর।",10023735,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Unions Of Shibchar Upazila,Kutubpur,No
23328,"Union Health & Family Well fare Centure(UH & FWC) ,Kathalbari,Shibchar, madaripur.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, কাঁঠালবাড়ি, শিবচর, মাদারীপুর।",10023740,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Unions Of Shibchar Upazila,Kanthalbari,No
23329,"Union Health & Family Well fare Centure (UH & FWC),Vadrason, Shibchar, madaripur.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, ভদ্রাসন, শিবচর, মাদারীপুর।",10023741,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Unions Of Shibchar Upazila,Bhadrasan,No
23330,"Union Health & Family Well fare Centre (UH & FWC),Umedpur, Shibchar, Madaripur","ইউনিয়ন ন্বান্থ্য ও পরিবার কল্যাণ কেন্দ্র, উমেদপুর, শিবচর, মাদারীপুর।",10023742,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Unions Of Shibchar Upazila,Umedpur,No
23331,"Union Health & Family Well fare Centre (UH & FWC), Bhandarikandi, Shibchar, Madaripur.","ইউনিয়ন স্বাস্থ্য ও পরিবার কেন্দ্র, ভান্ডারীকান্দি, শিবচর, মাদারীপুর।",10023743,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Unions Of Shibchar Upazila,Bhandarikandi,No
23332,"Union Health & Family Well fare Centre (UH & FWC), Bashkandi, Shibchar, Madaripur.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, বাঁশকান্দি, শিবচর, মাদারীপুর।",10023744,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Unions Of Shibchar Upazila,Banshkandi,No
23334,M.C.H. Unit Shibchar,এম সি এইচ ইউনিট শিবচর,10023746,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Unions Of Shibchar Upazila,,No
23336,"Sadar Clinic Shibchar, Madaripur","সদর ক্লিনিক, শিবচর, মাদারীপুর।",10023748,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Unions Of Shibchar Upazila,,No
266,Bandarkhola(matbarrcha) Union Health Sub Center,বন্দরখোলা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000271,bandarkhola_matbarrcha@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Unions Of Shibchar Upazila,Bandarkhola,No
267,Dattapara Union Health Sub Center,দত্তপাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000272,dattapara2@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Unions Of Shibchar Upazila,Datta Para,No
268,Nilokhi Union Health Sub Center,নিলক্ষী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000273,nilokhi@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Madaripur,,Madaripur N/A,,Shibchar,,Unions Of Shibchar Upazila,Kutubpur,No
272,Daulatpur Upazila Health Complex,দৌলতপুর উপজেলা স্বাস্থ্য কমপ্লেক্স,10000277,daulatpur@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Manikganj,,Manikganj N/A,,Daulatpur,,Unions Of Daulatpur Upazila,Chak Mirpur,No
23576,"Union Health & Family Wellfare Centre (UH & FWC) , Baghutiya , Daulatpur , manikganj.","ইউনিয়ন স্বাস্ত্য ও পরিবার কল্যাণ কেন্দ্র , বাঘুটিয়া , দৌলতপুর  , মানিকগহ্জ ।",10023988,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Manikganj,,Manikganj N/A,,Daulatpur,,Unions Of Daulatpur Upazila,Baghutia,No
23579,"Union Health & Family Wellfsre Centre (UH & FWC) , Khalsi , Daulatpur , Manikganj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , খলসী , দৌলতপুর ,, মাসিকগঞ্জ ।",10023991,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Manikganj,,Manikganj N/A,,Daulatpur,,Unions Of Daulatpur Upazila,Khalsi,No
23580,"Union Health & Wellfare Centre (UH & FWC) , Dhamshwar , Daulatpur , Manikganjk.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , ধামশ্বর , দৌলতপুর , মানিকগঞ্জ ।",10023992,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Manikganj,,Manikganj N/A,,Daulatpur,,Unions Of Daulatpur Upazila,Dhamsar,No
270,Bachamara Union Health Sub Center,বাচামরা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000275,bachamara@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Manikganj,,Manikganj N/A,,Daulatpur,,Unions Of Daulatpur Upazila,Bachamara,No
271,Daulatpur Union Health Sub Center,দৌলতপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000276,daulatpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Manikganj,,Manikganj N/A,,Daulatpur,,Unions Of Daulatpur Upazila,Chak Mirpur,No
273,Samgonj Hat(jeonpur) Union Health Sub Center,শ্যামগঞ্জ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000278,samgonjhat_jeonpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Manikganj,,Manikganj N/A,,Daulatpur,,Unions Of Daulatpur Upazila,Jiyanpur,No
276,Ghior Upazila Health Complex,ঘিওর উপজেলা স্বাস্থ্য কমপ্লেক্স,10000281,ghior@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Manikganj,,Manikganj N/A,,Ghior,,Unions Of Ghior Upazila,Ghior,No
23450,"Union Health & Well Fare Centre (UH & FWC) , Baliyakhora , Ghior , Manikganj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , বালিয়াখোড়া , ঘিওর ,মানিকগঞ্জ ।",10023862,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Manikganj,,Manikganj N/A,,Ghior,,Unions Of Ghior Upazila,Baliakhora,No
23451,"Union Health & Family Well Fare Centre (UH &FWC) , Borotiya , Ghior, Manikganj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , বড়টিয়া ,  ঘিওর , মানিকগঞ্জ ।",10023863,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Manikganj,,Manikganj N/A,,Ghior,,Unions Of Ghior Upazila,Baratia,No
23452,"Union Health & Family Wellfare Centre (UH & FWC) , Nali , Ghior , Manikganj.","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , নালি , ঘিওর , মানিকগঞ্জ ।",10023864,,DGFP,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Manikganj,,Manikganj N/A,,Ghior,,Unions Of Ghior Upazila,Nali,No
