Facility_ID,Name_EN,Name_Bn,Code,Email,Agency,Facility_Type_ID,Facility_Type,Division_ID,Division_En,Division_Bn,District_ID,District_EN,District_Bn,Upazila_ID,Upazila_En,Upazila_Bn,City Corporation,City Corporation Bn,Paurasava_En,Union_En
23817,"union health & family welfare centre (UH & FWC),jhalom dhakshin ,Monohargong,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,ঝলম,মোনহরগঞ্জ,কুমিল্লা।",10024229,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,103,Monoharganj,মনোহরগঞ্জ,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Manoharganj Upazila,Jhalam (dakshin)
889,Bipulasar Union Health Sub Center,বিপুলাসর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000894,bipulasar@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,103,Monoharganj,মনোহরগঞ্জ,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Manoharganj Upazila,Bipulasar
890,Monoharganj Union Health Sub Center,মনোহরগঞ্জ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000895,monoharganj@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,103,Monoharganj,মনোহরগঞ্জ,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Manoharganj Upazila,Maisatua
891,Natherpetua Union Health Sub Center,নাথেরপেটুয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000896,natherpetua@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,103,Monoharganj,মনোহরগঞ্জ,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Manoharganj Upazila,Nather Petua
888,Meghna Upazila Health Complex,মেঘনা উপজেলা স্বাস্থ্য কমপ্লেক্স,10000893,meghna@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,104,Meghna,মেঘনা,Cumilla N/A,কুমিল্লা এন/এ,,Gobindapur
23806,"family welfare centre ( FWC),Borkandda,Meghna,commila","স্বাস্থ্য ওপরিবার কল্যাণ  কেন্দ্র্,বাক্ই,লাকসাম,কুমিল্লা।",10024218,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,104,Meghna,মেঘনা,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Meghna Upazila,Barakanda
23807,"union health & family welfare centre (UH & FWC),Gobindopur,Meghna,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,গোবিন্দপুর,মেঘনা,কুমিল্লা।",10024219,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,104,Meghna,মেঘনা,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Meghna Upazila,Gobindapur
898,Muradnagar Upazila Health Complex,মুরাদনগর উপজেলা স্বাস্থ্য কমপ্লেক্স,10000903,muradnagar@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,105,Muradnagar,মুরাদনগর,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Muradnagar Upazila,Muradnagar
23563,"union health & family welfare centre (UH & FWC),Danuyakhal,Sadar,Adarsha,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,ডানুইয়াকহাল,সদরআদরশা,কুমিল্লা।",10023975,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,105,Muradnagar,মুরাদনগর,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Muradnagar Upazila,Muradnagar
23855,"union health & family welfare centre (UH & FWC),Nobipur,Muradnagar ,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্র্,নবীপুর, মুরাদনগর,কুমিল্ল।",10024267,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,105,Muradnagar,মুরাদনগর,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Muradnagar Upazila,Purba Nabipur
23856,"union health & family welfare centre (UH & FWC),jatrapur,Muradnagar ,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্র্,যাত্রাপুর, মুরাদনগর,কুমিল্ল।",10024268,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,105,Muradnagar,মুরাদনগর,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Muradnagar Upazila,Jatrapur
23857,"union health & family welfare centre (UH & FWC),Akabpur,Muradnagar ,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্র্,আকবপুর, মুরাদনগর,কুমিল্ল।",10024269,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,105,Muradnagar,মুরাদনগর,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Muradnagar Upazila,Akubpur
23859,"union health & family welfare centre (UH & FWC),Tonki,Muradnagar ,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্র্,টনকি, মুরাদনগর,কুমিল্ল।",10024271,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,105,Muradnagar,মুরাদনগর,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Muradnagar Upazila,Tanki
23860,"union health & family welfare centre (UH & FWC),Kamalla,Muradnagar ,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্র্,কামাল্লা, মুরাদনগর,কুমিল্ল।",10024272,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,105,Muradnagar,মুরাদনগর,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Muradnagar Upazila,Kamalla
23861,"union health & family welfare centre (UH & FWC),Nobipur,Muradnagar ,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্র্,টনকি, মুরাদনগর,কুমিল্ল।",10024273,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,105,Muradnagar,মুরাদনগর,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Muradnagar Upazila,Dhamghar
23862,"union health & family welfare centre (UH & FWC),Daluya,Muradnagar ,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্র্,ঢালুয়া, মুরাদনগর,কুমিল্ল।",10024274,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,105,Muradnagar,মুরাদনগর,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Muradnagar Upazila,Darora
23863,"union health & family welfare centre (UH & FWC),satbariya,Muradnagar ,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্র্,সাতবাড়িয়া, মুরাদনগর,কুমিল্ল।",10024275,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,105,Muradnagar,মুরাদনগর,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Muradnagar Upazila,Sreekail
23864,"union health & family welfare centre (UH & FWC),Dolkhar,Muradnagar ,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্র্,দৌলখাড়, মুরাদনগর,কুমিল্ল।",10024276,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,105,Muradnagar,মুরাদনগর,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Muradnagar Upazila,
894,Gandra Union Health Sub Center,গেন্দ্রা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000899,gandra@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,105,Muradnagar,মুরাদনগর,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Muradnagar Upazila,Jahapur
895,Haidarbad Union Health Sub Center,হায়দারবাদ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000900,haidarbad@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,105,Muradnagar,মুরাদনগর,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Muradnagar Upazila,Andikot
897,Nagarpur Union Health Sub Center,নাগরপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000902,nagarpur@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,105,Muradnagar,মুরাদনগর,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Muradnagar Upazila,Purba Nabipur
899,Srekail Union Health Sub Center,স্রীকাইল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000904,srekail@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,105,Muradnagar,মুরাদনগর,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Muradnagar Upazila,Sreekail
13040,Ramchandrapur Union Health Sub Center,রামচন্দ্রপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10013140,ramchandrapur_murad@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,105,Muradnagar,মুরাদনগর,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Muradnagar Upazila,Uttar Ramchandrapur
2207,Nangolkot Upazila Health Complex,নাঙ্গলকোট উপজেলা স্বাস্থ্য কমপ্লেক্স,10002223,nangolkot@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,106,Nangalkot,নাঙ্গালকোট,Cumilla N/A,কুমিল্লা এন/এ,Nangalkot Paurashava,Urban Ward No-04
23818,"union health & family welfare centre (UH & FWC),Mokora ,Nangolkot,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,মোকরা,নাঙ্গলকোট,কুমিল্লা।",10024230,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,106,Nangalkot,নাঙ্গালকোট,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Nangalkot Upazila,Mokara
23820,"union health & family welfare centre (UH & FWC),Raykote ,Nangolkot,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,রায়কোট,নাঙ্গলকোট,কুমিল্লা।",10024232,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,106,Nangalkot,নাঙ্গালকোট,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Nangalkot Upazila,Roykot
900,Bangodda Union Health Sub Center,বাঙ্গড্ডা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000905,Bangodda@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,106,Nangalkot,নাঙ্গালকোট,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Nangalkot Upazila,Bangodda
901,Bokhganj Union Health Sub Center,বক্সগঞ্জ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000906,bokhganj@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,106,Nangalkot,নাঙ্গালকোট,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Nangalkot Upazila,Bakshaganj
902,Dolkhar Union Health Sub Center,দৌলখাড় ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000907,Dolkhar@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,106,Nangalkot,নাঙ্গালকোট,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Nangalkot Upazila,Daulkhar
903,Jodda Union Health Sub Center,জোড্ডা ইউনিয়ন উপ স্বাস্থ্য কেন্দ্র,10000908,Jodda@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,106,Nangalkot,নাঙ্গালকোট,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Nangalkot Upazila,Jodda
908,Titas Upazila Health Complex,তিতাস উপজেলা স্বাস্থ্য কমপ্লেক্স,10000914,titas@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,107,Titas,তিতাস,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Titas Upazila,Karikandi
23821,"union health & family welfare centre (UH & FWC),satani ,Titas,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,মোকরা,নাঙ্গলকোট,কুমিল্লা।",10024233,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,107,Titas,তিতাস,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Titas Upazila,Satani
